method,train_seed,mode,eval_seed,instance_id,instance_index,instance_filename,objective
Co-HeT,1234,greedy,20260827,I82,82,N20_K2_M12_I82.xlsx,10.154004097
Co-HeT,1234,greedy,20260827,I83,83,N20_K2_M12_I83.xlsx,10.8268928528
Co-HeT,1234,greedy,20260827,I84,84,N20_K2_M12_I84.xlsx,10.2512760162
Co-HeT,1234,greedy,20260827,I85,85,N20_K2_M12_I85.xlsx,11.5932264328
Co-HeT,1234,greedy,20260827,I86,86,N20_K2_M12_I86.xlsx,9.97964763641
Co-HeT,1234,greedy,20260827,I87,87,N20_K2_M12_I87.xlsx,10.1356372833
Co-HeT,1234,greedy,20260827,I88,88,N20_K2_M12_I88.xlsx,9.3460483551
Co-HeT,1234,greedy,20260827,I89,89,N20_K2_M12_I89.xlsx,10.3751859665
Co-HeT,1234,greedy,20260827,I90,90,N20_K2_M12_I90.xlsx,11.0179643631
Co-HeT,1234,greedy,20260827,I91,91,N20_K2_M12_I91.xlsx,10.7744312286
Co-HeT,1234,greedy,20260827,I92,92,N20_K2_M12_I92.xlsx,9.72770214081
Co-HeT,1234,greedy,20260827,I93,93,N20_K2_M12_I93.xlsx,10.5284290314
Co-HeT,1234,greedy,20260827,I94,94,N20_K2_M12_I94.xlsx,10.2041368484
Co-HeT,1234,greedy,20260827,I95,95,N20_K2_M12_I95.xlsx,9.31204891205
Co-HeT,1234,greedy,20260827,I96,96,N20_K2_M12_I96.xlsx,9.78715896606
Co-HeT,1234,greedy,20260827,I97,97,N20_K2_M12_I97.xlsx,11.1112422943
Co-HeT,1234,greedy,20260827,I98,98,N20_K2_M12_I98.xlsx,9.49186038971
Co-HeT,1234,greedy,20260827,I99,99,N20_K2_M12_I99.xlsx,10.4101009369
Co-HeT,1234,greedy,20260827,I100,100,N20_K2_M12_I100.xlsx,10.6034994125
Co-HeT,1234,sample1280,20260827,I1,1,N20_K2_M12_I1.xlsx,10.5708198547
Co-HeT,1234,sample1280,20260827,I2,2,N20_K2_M12_I2.xlsx,10.7471828461
Co-HeT,1234,sample1280,20260827,I3,3,N20_K2_M12_I3.xlsx,9.68820381165
Co-HeT,1234,sample1280,20260827,I4,4,N20_K2_M12_I4.xlsx,8.65706634521
Co-HeT,1234,sample1280,20260827,I5,5,N20_K2_M12_I5.xlsx,9.23916530609
Co-HeT,1234,sample1280,20260827,I6,6,N20_K2_M12_I6.xlsx,11.1441936493
Co-HeT,1234,sample1280,20260827,I7,7,N20_K2_M12_I7.xlsx,12.109960556
Co-HeT,1234,sample1280,20260827,I8,8,N20_K2_M12_I8.xlsx,11.3969421387
Co-HeT,1234,sample1280,20260827,I9,9,N20_K2_M12_I9.xlsx,10.1560993195
Co-HeT,1234,sample1280,20260827,I10,10,N20_K2_M12_I10.xlsx,10.6932621002
Co-HeT,1234,sample1280,20260827,I11,11,N20_K2_M12_I11.xlsx,10.6873197556
Co-HeT,1234,sample1280,20260827,I12,12,N20_K2_M12_I12.xlsx,7.242000103
Co-HeT,1234,sample1280,20260827,I13,13,N20_K2_M12_I13.xlsx,10.4685611725
Co-HeT,1234,sample1280,20260827,I14,14,N20_K2_M12_I14.xlsx,8.70846557617
Co-HeT,1234,sample1280,20260827,I15,15,N20_K2_M12_I15.xlsx,9.64557647705
Co-HeT,1234,sample1280,20260827,I16,16,N20_K2_M12_I16.xlsx,10.255153656
Co-HeT,1234,sample1280,20260827,I17,17,N20_K2_M12_I17.xlsx,9.41071605682
Co-HeT,1234,sample1280,20260827,I18,18,N20_K2_M12_I18.xlsx,10.4022598267
Co-HeT,1234,sample1280,20260827,I19,19,N20_K2_M12_I19.xlsx,9.58863162994
Co-HeT,1234,sample1280,20260827,I20,20,N20_K2_M12_I20.xlsx,11.0163497925
Co-HeT,1234,sample1280,20260827,I21,21,N20_K2_M12_I21.xlsx,11.0683097839
Co-HeT,1234,sample1280,20260827,I22,22,N20_K2_M12_I22.xlsx,11.1239528656
Co-HeT,1234,sample1280,20260827,I23,23,N20_K2_M12_I23.xlsx,11.9919176102
Co-HeT,1234,sample1280,20260827,I24,24,N20_K2_M12_I24.xlsx,11.8494701385
Co-HeT,1234,sample1280,20260827,I25,25,N20_K2_M12_I25.xlsx,9.40274047852
Co-HeT,1234,sample1280,20260827,I26,26,N20_K2_M12_I26.xlsx,10.9215669632
Co-HeT,1234,sample1280,20260827,I27,27,N20_K2_M12_I27.xlsx,9.76925563812
Co-HeT,1234,sample1280,20260827,I28,28,N20_K2_M12_I28.xlsx,11.3499803543
Co-HeT,1234,sample1280,20260827,I29,29,N20_K2_M12_I29.xlsx,10.9015159607
Co-HeT,1234,sample1280,20260827,I30,30,N20_K2_M12_I30.xlsx,10.1774253845
Co-HeT,1234,sample1280,20260827,I31,31,N20_K2_M12_I31.xlsx,8.29405021667
Co-HeT,1234,sample1280,20260827,I32,32,N20_K2_M12_I32.xlsx,7.82712650299
Co-HeT,1234,sample1280,20260827,I33,33,N20_K2_M12_I33.xlsx,8.37244987488
Co-HeT,1234,sample1280,20260827,I34,34,N20_K2_M12_I34.xlsx,11.0008201599
Co-HeT,1234,sample1280,20260827,I35,35,N20_K2_M12_I35.xlsx,11.8874044418
Co-HeT,1234,sample1280,20260827,I36,36,N20_K2_M12_I36.xlsx,9.15460014343
Co-HeT,1234,sample1280,20260827,I37,37,N20_K2_M12_I37.xlsx,12.0219974518
Co-HeT,1234,sample1280,20260827,I38,38,N20_K2_M12_I38.xlsx,9.58869743347
Co-HeT,1234,sample1280,20260827,I39,39,N20_K2_M12_I39.xlsx,11.4531545639
Co-HeT,1234,sample1280,20260827,I40,40,N20_K2_M12_I40.xlsx,9.81325531006
Co-HeT,1234,sample1280,20260827,I41,41,N20_K2_M12_I41.xlsx,10.2373657227
Co-HeT,1234,sample1280,20260827,I42,42,N20_K2_M12_I42.xlsx,10.9261884689
Co-HeT,1234,sample1280,20260827,I43,43,N20_K2_M12_I43.xlsx,8.78769493103
Co-HeT,1234,sample1280,20260827,I44,44,N20_K2_M12_I44.xlsx,10.964058876
Co-HeT,1234,sample1280,20260827,I45,45,N20_K2_M12_I45.xlsx,10.8472557068
Co-HeT,1234,sample1280,20260827,I46,46,N20_K2_M12_I46.xlsx,7.7285027504
Co-HeT,1234,sample1280,20260827,I47,47,N20_K2_M12_I47.xlsx,9.87991714478
Co-HeT,1234,sample1280,20260827,I48,48,N20_K2_M12_I48.xlsx,9.2118768692
Co-HeT,1234,sample1280,20260827,I49,49,N20_K2_M12_I49.xlsx,9.69370746613
Co-HeT,1234,sample1280,20260827,I50,50,N20_K2_M12_I50.xlsx,12.2237892151
Co-HeT,1234,sample1280,20260827,I51,51,N20_K2_M12_I51.xlsx,11.0808029175
Co-HeT,1234,sample1280,20260827,I52,52,N20_K2_M12_I52.xlsx,10.3659296036
Co-HeT,1234,sample1280,20260827,I53,53,N20_K2_M12_I53.xlsx,10.4835824966
Co-HeT,1234,sample1280,20260827,I54,54,N20_K2_M12_I54.xlsx,9.55735015869
Co-HeT,1234,sample1280,20260827,I55,55,N20_K2_M12_I55.xlsx,11.2223243713
Co-HeT,1234,sample1280,20260827,I56,56,N20_K2_M12_I56.xlsx,11.7361650467
Co-HeT,1234,sample1280,20260827,I57,57,N20_K2_M12_I57.xlsx,11.3356513977
Co-HeT,1234,sample1280,20260827,I58,58,N20_K2_M12_I58.xlsx,8.65881919861
Co-HeT,1234,sample1280,20260827,I59,59,N20_K2_M12_I59.xlsx,8.85033798218
Co-HeT,1234,sample1280,20260827,I60,60,N20_K2_M12_I60.xlsx,9.76473999023
Co-HeT,1234,sample1280,20260827,I61,61,N20_K2_M12_I61.xlsx,10.0520439148
Co-HeT,1234,sample1280,20260827,I62,62,N20_K2_M12_I62.xlsx,8.83971214294
Co-HeT,1234,sample1280,20260827,I63,63,N20_K2_M12_I63.xlsx,10.2314472198
Co-HeT,1234,sample1280,20260827,I64,64,N20_K2_M12_I64.xlsx,9.57998180389
Co-HeT,1234,sample1280,20260827,I65,65,N20_K2_M12_I65.xlsx,12.2088356018
Co-HeT,1234,sample1280,20260827,I66,66,N20_K2_M12_I66.xlsx,10.4870042801
Co-HeT,1234,sample1280,20260827,I67,67,N20_K2_M12_I67.xlsx,9.76268005371
Co-HeT,1234,sample1280,20260827,I68,68,N20_K2_M12_I68.xlsx,10.1646404266
Co-HeT,1234,sample1280,20260827,I69,69,N20_K2_M12_I69.xlsx,10.566740036
Co-HeT,1234,sample1280,20260827,I70,70,N20_K2_M12_I70.xlsx,9.74230003357
Co-HeT,1234,sample1280,20260827,I71,71,N20_K2_M12_I71.xlsx,11.3324346542
Co-HeT,1234,sample1280,20260827,I72,72,N20_K2_M12_I72.xlsx,10.8991365433
Co-HeT,1234,sample1280,20260827,I73,73,N20_K2_M12_I73.xlsx,9.23825454712
Co-HeT,1234,sample1280,20260827,I74,74,N20_K2_M12_I74.xlsx,10.3136482239
Co-HeT,1234,sample1280,20260827,I75,75,N20_K2_M12_I75.xlsx,9.03533267975
Co-HeT,1234,sample1280,20260827,I76,76,N20_K2_M12_I76.xlsx,11.7681207657
Co-HeT,1234,sample1280,20260827,I77,77,N20_K2_M12_I77.xlsx,9.47747898102
Co-HeT,1234,sample1280,20260827,I78,78,N20_K2_M12_I78.xlsx,9.22845363617
Co-HeT,1234,sample1280,20260827,I79,79,N20_K2_M12_I79.xlsx,10.968044281
Co-HeT,1234,sample1280,20260827,I80,80,N20_K2_M12_I80.xlsx,10.580373764
Co-HeT,1234,sample1280,20260827,I81,81,N20_K2_M12_I81.xlsx,10.2231845856
Co-HeT,1234,sample1280,20260827,I82,82,N20_K2_M12_I82.xlsx,9.93708610535
Co-HeT,1234,sample1280,20260827,I83,83,N20_K2_M12_I83.xlsx,10.484670639
Co-HeT,1234,sample1280,20260827,I84,84,N20_K2_M12_I84.xlsx,10.1428699493
Co-HeT,1234,sample1280,20260827,I85,85,N20_K2_M12_I85.xlsx,11.5467214584
Co-HeT,1234,sample1280,20260827,I86,86,N20_K2_M12_I86.xlsx,9.85140991211
Co-HeT,1234,sample1280,20260827,I87,87,N20_K2_M12_I87.xlsx,9.36683082581
Co-HeT,1234,sample1280,20260827,I88,88,N20_K2_M12_I88.xlsx,8.87851047516
Co-HeT,1234,sample1280,20260827,I89,89,N20_K2_M12_I89.xlsx,10.3419570923
Co-HeT,1234,sample1280,20260827,I90,90,N20_K2_M12_I90.xlsx,10.9733533859
Co-HeT,1234,sample1280,20260827,I91,91,N20_K2_M12_I91.xlsx,10.3667106628
Co-HeT,1234,sample1280,20260827,I92,92,N20_K2_M12_I92.xlsx,8.64831542969
Co-HeT,1234,sample1280,20260827,I93,93,N20_K2_M12_I93.xlsx,10.0884876251
Co-HeT,1234,sample1280,20260827,I94,94,N20_K2_M12_I94.xlsx,9.48921585083
Co-HeT,1234,sample1280,20260827,I95,95,N20_K2_M12_I95.xlsx,9.16513347626
Co-HeT,1234,sample1280,20260827,I96,96,N20_K2_M12_I96.xlsx,9.50671958923
Co-HeT,1234,sample1280,20260827,I97,97,N20_K2_M12_I97.xlsx,10.4928951263
Co-HeT,1234,sample1280,20260827,I98,98,N20_K2_M12_I98.xlsx,9.16168785095
Co-HeT,1234,sample1280,20260827,I99,99,N20_K2_M12_I99.xlsx,10.0814380646
Co-HeT,1234,sample1280,20260827,I100,100,N20_K2_M12_I100.xlsx,9.90114307404
Co-HeT,2345,greedy,20260827,I1,1,N20_K2_M12_I1.xlsx,10.6296138763
Co-HeT,2345,greedy,20260827,I2,2,N20_K2_M12_I2.xlsx,11.0848398209
Co-HeT,2345,greedy,20260827,I3,3,N20_K2_M12_I3.xlsx,9.95628738403
Co-HeT,2345,greedy,20260827,I4,4,N20_K2_M12_I4.xlsx,8.8697719574
Co-HeT,2345,greedy,20260827,I5,5,N20_K2_M12_I5.xlsx,10.4390325546
Co-HeT,2345,greedy,20260827,I6,6,N20_K2_M12_I6.xlsx,11.3638420105
Co-HeT,2345,greedy,20260827,I7,7,N20_K2_M12_I7.xlsx,12.5276203156
Co-HeT,2345,greedy,20260827,I8,8,N20_K2_M12_I8.xlsx,11.7856826782
Co-HeT,2345,greedy,20260827,I9,9,N20_K2_M12_I9.xlsx,10.4630384445
Co-HeT,2345,greedy,20260827,I10,10,N20_K2_M12_I10.xlsx,10.9481811523
Co-HeT,2345,greedy,20260827,I11,11,N20_K2_M12_I11.xlsx,11.3027582169
Co-HeT,2345,greedy,20260827,I12,12,N20_K2_M12_I12.xlsx,7.72299671173
Co-HeT,2345,greedy,20260827,I13,13,N20_K2_M12_I13.xlsx,10.3075876236
Co-HeT,2345,greedy,20260827,I14,14,N20_K2_M12_I14.xlsx,9.53555774689
Co-HeT,2345,greedy,20260827,I15,15,N20_K2_M12_I15.xlsx,9.41435623169
Co-HeT,2345,greedy,20260827,I16,16,N20_K2_M12_I16.xlsx,10.6365804672
Co-HeT,2345,greedy,20260827,I17,17,N20_K2_M12_I17.xlsx,9.6274023056
Co-HeT,2345,greedy,20260827,I18,18,N20_K2_M12_I18.xlsx,11.0369243622
Co-HeT,2345,greedy,20260827,I19,19,N20_K2_M12_I19.xlsx,9.7232427597
Co-HeT,2345,greedy,20260827,I20,20,N20_K2_M12_I20.xlsx,11.303358078
Co-HeT,2345,greedy,20260827,I21,21,N20_K2_M12_I21.xlsx,11.055267334
Co-HeT,2345,greedy,20260827,I22,22,N20_K2_M12_I22.xlsx,11.8481445312
Co-HeT,2345,greedy,20260827,I23,23,N20_K2_M12_I23.xlsx,12.1519184113
Co-HeT,2345,greedy,20260827,I24,24,N20_K2_M12_I24.xlsx,13.241358757
Co-HeT,2345,greedy,20260827,I25,25,N20_K2_M12_I25.xlsx,9.47881126404
Co-HeT,2345,greedy,20260827,I26,26,N20_K2_M12_I26.xlsx,11.4718637466
Co-HeT,2345,greedy,20260827,I27,27,N20_K2_M12_I27.xlsx,10.0947189331
Co-HeT,2345,greedy,20260827,I28,28,N20_K2_M12_I28.xlsx,12.6275491714
Co-HeT,2345,greedy,20260827,I29,29,N20_K2_M12_I29.xlsx,11.3033428192
Co-HeT,2345,greedy,20260827,I30,30,N20_K2_M12_I30.xlsx,9.84882736206
Co-HeT,2345,greedy,20260827,I31,31,N20_K2_M12_I31.xlsx,8.5858669281
Co-HeT,2345,greedy,20260827,I32,32,N20_K2_M12_I32.xlsx,8.17965316772
Co-HeT,2345,greedy,20260827,I33,33,N20_K2_M12_I33.xlsx,8.65020465851
Co-HeT,2345,greedy,20260827,I34,34,N20_K2_M12_I34.xlsx,11.5553340912
Co-HeT,2345,greedy,20260827,I35,35,N20_K2_M12_I35.xlsx,12.2835121155
Co-HeT,2345,greedy,20260827,I36,36,N20_K2_M12_I36.xlsx,9.66898822784
Co-HeT,2345,greedy,20260827,I37,37,N20_K2_M12_I37.xlsx,12.1025524139
Co-HeT,2345,greedy,20260827,I38,38,N20_K2_M12_I38.xlsx,9.93865299225
Co-HeT,2345,greedy,20260827,I39,39,N20_K2_M12_I39.xlsx,11.5988006592
Co-HeT,2345,greedy,20260827,I40,40,N20_K2_M12_I40.xlsx,10.1454639435
Co-HeT,2345,greedy,20260827,I41,41,N20_K2_M12_I41.xlsx,10.9111442566
Co-HeT,2345,greedy,20260827,I42,42,N20_K2_M12_I42.xlsx,11.4436626434
Co-HeT,2345,greedy,20260827,I43,43,N20_K2_M12_I43.xlsx,8.68313407898
Co-HeT,2345,greedy,20260827,I44,44,N20_K2_M12_I44.xlsx,12.008559227
Co-HeT,2345,greedy,20260827,I45,45,N20_K2_M12_I45.xlsx,11.3743877411
Co-HeT,2345,greedy,20260827,I46,46,N20_K2_M12_I46.xlsx,7.62519550323
Co-HeT,2345,greedy,20260827,I47,47,N20_K2_M12_I47.xlsx,9.39921092987
Co-HeT,2345,greedy,20260827,I48,48,N20_K2_M12_I48.xlsx,9.64744472504
Co-HeT,2345,greedy,20260827,I49,49,N20_K2_M12_I49.xlsx,10.3521080017
Co-HeT,2345,greedy,20260827,I50,50,N20_K2_M12_I50.xlsx,12.2498159409
Co-HeT,2345,greedy,20260827,I51,51,N20_K2_M12_I51.xlsx,11.2147216797
Co-HeT,2345,greedy,20260827,I52,52,N20_K2_M12_I52.xlsx,10.2544775009
Co-HeT,2345,greedy,20260827,I53,53,N20_K2_M12_I53.xlsx,10.8869018555
Co-HeT,2345,greedy,20260827,I54,54,N20_K2_M12_I54.xlsx,9.45179653168
Co-HeT,2345,greedy,20260827,I55,55,N20_K2_M12_I55.xlsx,11.1881999969
Co-HeT,2345,greedy,20260827,I56,56,N20_K2_M12_I56.xlsx,12.0344762802
Co-HeT,2345,greedy,20260827,I57,57,N20_K2_M12_I57.xlsx,11.8113393784
Co-HeT,2345,greedy,20260827,I58,58,N20_K2_M12_I58.xlsx,9.01039791107
Co-HeT,2345,greedy,20260827,I59,59,N20_K2_M12_I59.xlsx,9.39042663574
Co-HeT,2345,greedy,20260827,I60,60,N20_K2_M12_I60.xlsx,10.1043977737
Co-HeT,2345,greedy,20260827,I61,61,N20_K2_M12_I61.xlsx,10.3129587173
Co-HeT,2345,greedy,20260827,I62,62,N20_K2_M12_I62.xlsx,8.80714416504
Co-HeT,2345,greedy,20260827,I63,63,N20_K2_M12_I63.xlsx,10.4475326538
Co-HeT,2345,greedy,20260827,I64,64,N20_K2_M12_I64.xlsx,10.1961679459
Co-HeT,2345,greedy,20260827,I65,65,N20_K2_M12_I65.xlsx,12.5796794891
Co-HeT,2345,greedy,20260827,I66,66,N20_K2_M12_I66.xlsx,10.626209259
Co-HeT,2345,greedy,20260827,I67,67,N20_K2_M12_I67.xlsx,11.520275116
Co-HeT,2345,greedy,20260827,I68,68,N20_K2_M12_I68.xlsx,10.1175918579
Co-HeT,2345,greedy,20260827,I69,69,N20_K2_M12_I69.xlsx,10.725769043
Co-HeT,2345,greedy,20260827,I70,70,N20_K2_M12_I70.xlsx,9.79538917542
Co-HeT,2345,greedy,20260827,I71,71,N20_K2_M12_I71.xlsx,11.5403032303
Co-HeT,2345,greedy,20260827,I72,72,N20_K2_M12_I72.xlsx,11.5484085083
Co-HeT,2345,greedy,20260827,I73,73,N20_K2_M12_I73.xlsx,9.30089473724
Co-HeT,2345,greedy,20260827,I74,74,N20_K2_M12_I74.xlsx,10.8354520798
Co-HeT,2345,greedy,20260827,I75,75,N20_K2_M12_I75.xlsx,9.41758823395
Co-HeT,2345,greedy,20260827,I76,76,N20_K2_M12_I76.xlsx,11.8554849625
Co-HeT,2345,greedy,20260827,I77,77,N20_K2_M12_I77.xlsx,9.82347202301
Co-HeT,2345,greedy,20260827,I78,78,N20_K2_M12_I78.xlsx,9.84452438354
Co-HeT,2345,greedy,20260827,I79,79,N20_K2_M12_I79.xlsx,11.0700950623
Co-HeT,2345,greedy,20260827,I80,80,N20_K2_M12_I80.xlsx,11.1686992645
Co-HeT,2345,greedy,20260827,I81,81,N20_K2_M12_I81.xlsx,10.7590532303
Co-HeT,2345,greedy,20260827,I82,82,N20_K2_M12_I82.xlsx,9.96669387817
Co-HeT,2345,greedy,20260827,I83,83,N20_K2_M12_I83.xlsx,10.958615303
Co-HeT,2345,greedy,20260827,I84,84,N20_K2_M12_I84.xlsx,10.2661037445
Co-HeT,2345,greedy,20260827,I85,85,N20_K2_M12_I85.xlsx,11.6863641739
Co-HeT,2345,greedy,20260827,I86,86,N20_K2_M12_I86.xlsx,10.4181337357
Co-HeT,2345,greedy,20260827,I87,87,N20_K2_M12_I87.xlsx,9.28411197662
Co-HeT,2345,greedy,20260827,I88,88,N20_K2_M12_I88.xlsx,9.1566696167
Co-HeT,2345,greedy,20260827,I89,89,N20_K2_M12_I89.xlsx,10.3067979813
Co-HeT,2345,greedy,20260827,I90,90,N20_K2_M12_I90.xlsx,11.3563261032
Co-HeT,2345,greedy,20260827,I91,91,N20_K2_M12_I91.xlsx,10.4065189362
Co-HeT,2345,greedy,20260827,I92,92,N20_K2_M12_I92.xlsx,8.71994876862
Co-HeT,2345,greedy,20260827,I93,93,N20_K2_M12_I93.xlsx,10.4738988876
Co-HeT,2345,greedy,20260827,I94,94,N20_K2_M12_I94.xlsx,9.88478660583
Co-HeT,2345,greedy,20260827,I95,95,N20_K2_M12_I95.xlsx,9.79285526276
Co-HeT,2345,greedy,20260827,I96,96,N20_K2_M12_I96.xlsx,9.6929397583
Co-HeT,2345,greedy,20260827,I97,97,N20_K2_M12_I97.xlsx,10.4771566391
Co-HeT,2345,greedy,20260827,I98,98,N20_K2_M12_I98.xlsx,9.3293132782
Co-HeT,2345,greedy,20260827,I99,99,N20_K2_M12_I99.xlsx,10.101143837
Co-HeT,2345,greedy,20260827,I100,100,N20_K2_M12_I100.xlsx,11.1125240326
Co-HeT,2345,sample1280,20260827,I1,1,N20_K2_M12_I1.xlsx,10.6189365387
Co-HeT,2345,sample1280,20260827,I2,2,N20_K2_M12_I2.xlsx,10.71966362
Co-HeT,2345,sample1280,20260827,I3,3,N20_K2_M12_I3.xlsx,9.78797340393
Co-HeT,2345,sample1280,20260827,I4,4,N20_K2_M12_I4.xlsx,8.62310886383
Co-HeT,2345,sample1280,20260827,I5,5,N20_K2_M12_I5.xlsx,9.23695659637
Co-HeT,2345,sample1280,20260827,I6,6,N20_K2_M12_I6.xlsx,11.1450824738
Co-HeT,2345,sample1280,20260827,I7,7,N20_K2_M12_I7.xlsx,12.1016769409
Co-HeT,2345,sample1280,20260827,I8,8,N20_K2_M12_I8.xlsx,11.6278448105
Co-HeT,2345,sample1280,20260827,I9,9,N20_K2_M12_I9.xlsx,10.1872215271
Co-HeT,2345,sample1280,20260827,I10,10,N20_K2_M12_I10.xlsx,10.7238922119
Co-HeT,2345,sample1280,20260827,I11,11,N20_K2_M12_I11.xlsx,10.8119182587
Co-HeT,2345,sample1280,20260827,I12,12,N20_K2_M12_I12.xlsx,7.48137807846
Co-HeT,2345,sample1280,20260827,I13,13,N20_K2_M12_I13.xlsx,10.1759214401
Co-HeT,2345,sample1280,20260827,I14,14,N20_K2_M12_I14.xlsx,9.0489654541
Co-HeT,2345,sample1280,20260827,I15,15,N20_K2_M12_I15.xlsx,9.51501655579
Co-HeT,2345,sample1280,20260827,I16,16,N20_K2_M12_I16.xlsx,10.2349872589
Co-HeT,2345,sample1280,20260827,I17,17,N20_K2_M12_I17.xlsx,9.51633358002
Co-HeT,2345,sample1280,20260827,I18,18,N20_K2_M12_I18.xlsx,10.4715032578
Co-HeT,2345,sample1280,20260827,I19,19,N20_K2_M12_I19.xlsx,9.47508811951
Co-HeT,2345,sample1280,20260827,I20,20,N20_K2_M12_I20.xlsx,11.0994358063
Co-HeT,2345,sample1280,20260827,I21,21,N20_K2_M12_I21.xlsx,10.987197876
Co-HeT,2345,sample1280,20260827,I22,22,N20_K2_M12_I22.xlsx,10.886590004
Co-HeT,2345,sample1280,20260827,I23,23,N20_K2_M12_I23.xlsx,11.7559814453
Co-HeT,2345,sample1280,20260827,I24,24,N20_K2_M12_I24.xlsx,12.0983943939
Co-HeT,2345,sample1280,20260827,I25,25,N20_K2_M12_I25.xlsx,9.39706420898
Co-HeT,2345,sample1280,20260827,I26,26,N20_K2_M12_I26.xlsx,11.0369853973
Co-HeT,2345,sample1280,20260827,I27,27,N20_K2_M12_I27.xlsx,9.69269657135
Co-HeT,2345,sample1280,20260827,I28,28,N20_K2_M12_I28.xlsx,11.4711198807
Co-HeT,2345,sample1280,20260827,I29,29,N20_K2_M12_I29.xlsx,10.8575344086
Co-HeT,2345,sample1280,20260827,I30,30,N20_K2_M12_I30.xlsx,9.62419223785
Co-HeT,2345,sample1280,20260827,I31,31,N20_K2_M12_I31.xlsx,8.53693580627
Co-HeT,2345,sample1280,20260827,I32,32,N20_K2_M12_I32.xlsx,7.85945796967
Co-HeT,2345,sample1280,20260827,I33,33,N20_K2_M12_I33.xlsx,8.19447135925
Co-HeT,2345,sample1280,20260827,I34,34,N20_K2_M12_I34.xlsx,11.3718624115
Co-HeT,2345,sample1280,20260827,I35,35,N20_K2_M12_I35.xlsx,11.6498413086
Co-HeT,2345,sample1280,20260827,I36,36,N20_K2_M12_I36.xlsx,9.08042430878
Co-HeT,2345,sample1280,20260827,I37,37,N20_K2_M12_I37.xlsx,12.0744838715
Co-HeT,2345,sample1280,20260827,I38,38,N20_K2_M12_I38.xlsx,9.92664909363
Co-HeT,2345,sample1280,20260827,I39,39,N20_K2_M12_I39.xlsx,11.2568941116
Co-HeT,2345,sample1280,20260827,I40,40,N20_K2_M12_I40.xlsx,9.80149459839
Co-HeT,2345,sample1280,20260827,I41,41,N20_K2_M12_I41.xlsx,10.3310451508
Co-HeT,2345,sample1280,20260827,I42,42,N20_K2_M12_I42.xlsx,10.7403059006
Co-HeT,2345,sample1280,20260827,I43,43,N20_K2_M12_I43.xlsx,8.66375255585
Co-HeT,2345,sample1280,20260827,I44,44,N20_K2_M12_I44.xlsx,11.2083759308
Co-HeT,2345,sample1280,20260827,I45,45,N20_K2_M12_I45.xlsx,11.1598052979
Co-HeT,2345,sample1280,20260827,I46,46,N20_K2_M12_I46.xlsx,7.5310792923
Co-HeT,2345,sample1280,20260827,I47,47,N20_K2_M12_I47.xlsx,9.35729408264
Co-HeT,2345,sample1280,20260827,I48,48,N20_K2_M12_I48.xlsx,9.35613059998
Co-HeT,2345,sample1280,20260827,I49,49,N20_K2_M12_I49.xlsx,9.8808965683
Co-HeT,2345,sample1280,20260827,I50,50,N20_K2_M12_I50.xlsx,11.8070411682
Co-HeT,2345,sample1280,20260827,I51,51,N20_K2_M12_I51.xlsx,10.9178876877
Co-HeT,2345,sample1280,20260827,I52,52,N20_K2_M12_I52.xlsx,10.3294849396
Co-HeT,2345,sample1280,20260827,I53,53,N20_K2_M12_I53.xlsx,10.4184103012
Co-HeT,2345,sample1280,20260827,I54,54,N20_K2_M12_I54.xlsx,9.33995437622
Co-HeT,2345,sample1280,20260827,I55,55,N20_K2_M12_I55.xlsx,11.2490997314
Co-HeT,2345,sample1280,20260827,I56,56,N20_K2_M12_I56.xlsx,11.5112485886
Co-HeT,2345,sample1280,20260827,I57,57,N20_K2_M12_I57.xlsx,11.2686281204
Co-HeT,2345,sample1280,20260827,I58,58,N20_K2_M12_I58.xlsx,8.77483463287
Co-HeT,2345,sample1280,20260827,I59,59,N20_K2_M12_I59.xlsx,8.82011127472
Co-HeT,2345,sample1280,20260827,I60,60,N20_K2_M12_I60.xlsx,9.72187709808
Co-HeT,2345,sample1280,20260827,I61,61,N20_K2_M12_I61.xlsx,10.2504453659
Co-HeT,2345,sample1280,20260827,I62,62,N20_K2_M12_I62.xlsx,8.73355293274
Co-HeT,2345,sample1280,20260827,I63,63,N20_K2_M12_I63.xlsx,10.2620744705
Co-HeT,2345,sample1280,20260827,I64,64,N20_K2_M12_I64.xlsx,9.90562915802
Co-HeT,2345,sample1280,20260827,I65,65,N20_K2_M12_I65.xlsx,12.3574037552
Co-HeT,2345,sample1280,20260827,I66,66,N20_K2_M12_I66.xlsx,10.5346345901
Co-HeT,2345,sample1280,20260827,I67,67,N20_K2_M12_I67.xlsx,9.96951007843
Co-HeT,2345,sample1280,20260827,I68,68,N20_K2_M12_I68.xlsx,9.93346595764
Co-HeT,2345,sample1280,20260827,I69,69,N20_K2_M12_I69.xlsx,10.3846302032
Co-HeT,2345,sample1280,20260827,I70,70,N20_K2_M12_I70.xlsx,9.6824131012
Co-HeT,2345,sample1280,20260827,I71,71,N20_K2_M12_I71.xlsx,11.3367118835
Co-HeT,2345,sample1280,20260827,I72,72,N20_K2_M12_I72.xlsx,11.0860872269
Co-HeT,2345,sample1280,20260827,I73,73,N20_K2_M12_I73.xlsx,9.12961864471
Co-HeT,2345,sample1280,20260827,I74,74,N20_K2_M12_I74.xlsx,10.4112138748
